"Entity"|"Parent"|"Alias: Default"|"Alias: Legacy"|"Valid For Consolidations"|"Data Storage"|"Two Pass Calculation"|"Description"|"Formula"|"Formula Description"|"UDA"|"Smart List"|"Data Type"|"Hierarchy Type"|"Enable for Dynamic Children"|"Number of Possible Dynamic Children"|"Access Granted to Member Creator"|"Allow Upper Level Entity Input"|"Process Management Enabled"|"UUID"|"Data Id"|"Old Name"|"Old Unique Name"|"Base Currency"|"Plan Type (BB_Plan)"|"Aggregation (BB_Plan)"|"Data Storage (BB_Plan)"|"Formula (BB_Plan)"|"Solve Order (BB_Plan)"|"Formula Description (BB_Plan)"|"Plan Type (BB_Rpt)"|"Aggregation (BB_Rpt)"|"Data Storage (BB_Rpt)"|"Formula (BB_Rpt)"|"Solve Order (BB_Rpt)"|"Formula Description (BB_Rpt)"|"Plan Type (E_Curve)"|"Aggregation (E_Curve)"|"Data Storage (E_Curve)"|"Formula (E_Curve)"|"Solve Order (E_Curve)"|"Formula Description (E_Curve)"|"Plan Type (BB_Cash)"|"Aggregation (BB_Cash)"|"Data Storage (BB_Cash)"|"Formula (BB_Cash)"|"Solve Order (BB_Cash)"|"Formula Description (BB_Cash)"|"Bonding"|"Consult Job"|"Contract Role"|"Contract Type"|"External Joint Venture"|"Green Builder"|"Facility Type"|"Internal Job Flag"|"Internal Joint Venture"|"Job Status"|"Procurement"|"Sector"|"State"|"Wrap"|"UK Industry"|"Original Projection"|"Complex Job Flag"|"Federal Flag"|"BIM Flag"|"Renovation Flag"|"Special Project Flag"|"Interior Flag"|"Enabling Function"|"Company External Joint Venture"|"Company Equity Joint Venture"|"Operation"
"JB_13444000"|"MG_Office_215_Inactive"|"NMMC PHASE 2 EXPANSION PROJECT (13444000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"8601f3a4-5fae-48d1-820c-ffeba8f7d56f"|"51657"|"JB_13444000"|"[MG_Office_215_Inactive].[JB_13444000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"PUBLIC USE_CIVIC"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED TO BID"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY14 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13449000"|"MG_Office_215_Inactive"|"PB - MAXINE HILL (13449000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"d0bbe015-7d0c-49d9-ad44-0b1ecda558a1"|"51658"|"JB_13449000"|"[MG_Office_215_Inactive].[JB_13449000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"PROGRAM MANAGEMENT"|"COST PLUS"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"RELATED PARTY"|"PRIVATE SECTOR"|"NY"|"NO WRAP"|"UK_COMMERCIAL"|"FY14 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13486000_JV"|"MG_Office_215_Inactive"|"FARMINGTON SENIOR LIVING (13486000) JV Total"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"e94a93a5-530d-4bbf-bcc6-08d8e76df850"|"98705"|"JB_13486000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_13210000"|"JB_13486000_JV"|"FARMINGTON SENIOR LIVING (13210000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"78c99f52-0a88-4412-b9bc-052b8259d6c3"|"51645"|"JB_13210000"|"[JB_13486000_JV].[JB_13210000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"CT"|"NO WRAP"|"UK_COMMERCIAL"|"FY14 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13486000"|"JB_13486000_JV"|"FARMINGTON SENIOR LIVING (13486000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"ec1a0f3a-190e-424a-8b4a-90d222293648"|"51911"|"JB_13486000"|"[JB_13486000_JV].[JB_13486000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"CT"|"NO WRAP"|"UK_COMMERCIAL"|"FY14 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13495000"|"MG_Office_215_Inactive"|"DATA CENTER MODULAR CENTER EXP (13495000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"afd16f46-2341-4cbf-9162-45488b5315fb"|"51659"|"JB_13495000"|"[MG_Office_215_Inactive].[JB_13495000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MISSION CRITICAL"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DE"|"NO WRAP"|"UK_COMMERCIAL"|"FY14 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13938000"|"MG_Office_215_Inactive"|"EMERITUS AT COLLEGEVILLE-INT (13938000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"bf14d013-ffc7-4fa2-a119-051e853db4b5"|"51666"|"JB_13938000"|"[MG_Office_215_Inactive].[JB_13938000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HOSPITALITY"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"WA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13939000"|"MG_Office_215_Inactive"|"MERRILL LYNCH LEESBURG (13939000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"15785dae-5bfc-4085-b7da-23820b9de796"|"51667"|"JB_13939000"|"[MG_Office_215_Inactive].[JB_13939000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13940000"|"MG_Office_215_Inactive"|"FCB TYSONS CORNER VA RENOV (13940000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a3ccb7ea-34b4-4b1a-b662-5d6c6fbcd153"|"51668"|"JB_13940000"|"[MG_Office_215_Inactive].[JB_13940000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"BEST VALUE BID"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13954000"|"MG_Office_215_Inactive"|"DO NOT USE COLLEGEVILLE (13954000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"39d29b75-3649-421b-8c62-8d9d34be448f"|"51669"|"JB_13954000"|"[MG_Office_215_Inactive].[JB_13954000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HOSPITALITY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"WA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_13955000"|"MG_Office_215_Inactive"|"EMERITUS AT COLLEGEVILLE-EXT (13955000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"9660e0f4-a756-4722-b5d0-c658aa05aaa3"|"51928"|"JB_13955000"|"[MG_Office_215_Inactive].[JB_13955000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"EXT JV"|"NOT GREENBUILDER"|"HOSPITALITY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"WA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14087000"|"MG_Office_215_Inactive"|"LOW COST FAB 2.0 (14087000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"4ba2ebd7-6b31-43e3-b466-e869dee10116"|"51673"|"JB_14087000"|"[MG_Office_215_Inactive].[JB_14087000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"PROF SERVICES"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"INDUSTRIAL_MANUFACTURING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14159000"|"MG_Office_215_Inactive"|"GREECE SENIOR LIVING (14159000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"75af9f1c-98b9-4557-a228-4808854b5ee0"|"51912"|"JB_14159000"|"[MG_Office_215_Inactive].[JB_14159000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NY"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P09 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14209000"|"MG_Office_215_Inactive"|"THE ALTAIRE - SOUTH TOWER (14209000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"dc5826ef-c8e9-47a8-981b-d7ce108a9a1f"|"51676"|"JB_14209000"|"[MG_Office_215_Inactive].[JB_14209000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_OTHER HOUSING"|"FY15 P09 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14213000"|"MG_Office_215_Inactive"|"PORTALS V (14213000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"edb80cdb-bea0-4aea-8e35-af1bf4351332"|"51677"|"JB_14213000"|"[MG_Office_215_Inactive].[JB_14213000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_OTHER HOUSING"|"FY16 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14224000"|"MG_Office_215_Inactive"|"33 N STREET NE (14224000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b5e2a915-a2ea-48c3-8f32-46ef9fd3ee5f"|"51678"|"JB_14224000"|"[MG_Office_215_Inactive].[JB_14224000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"SELECT BID"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14231000"|"MG_Office_215_Inactive"|"8521 LEESBURG PIKE GEN REPLAC (14231000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"90ec6d9c-0de3-4aa6-9efb-8ebed1392584"|"51679"|"JB_14231000"|"[MG_Office_215_Inactive].[JB_14231000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"BEST VALUE BID"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14257000"|"MG_Office_215_Inactive"|"CAPITOL CROSSING JHS RELOCATIO (14257000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"716c516c-9b9b-409d-ab5f-7ed29a3bc161"|"51968"|"JB_14257000"|"[MG_Office_215_Inactive].[JB_14257000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY17 P02 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14283000"|"MG_Office_215_Inactive"|"DUKE ENERGY DC OFF RENOV (14283000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"cb549bee-ed7a-4caf-b035-2f498cec226f"|"51681"|"JB_14283000"|"[MG_Office_215_Inactive].[JB_14283000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY15 P12 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14307000"|"MG_Office_215_Inactive"|"THE ALTAIRE - NORTH TOWER (14307000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"27b3f58b-a878-4671-8248-a3fb9877f87d"|"51682"|"JB_14307000"|"[MG_Office_215_Inactive].[JB_14307000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_OTHER HOUSING"|"FY16 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14339000"|"MG_Office_215_Inactive"|"WHARF FISH MARKET (14339000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"e4ff4415-577a-4826-a2de-8cbf4b31b440"|"51683"|"JB_14339000"|"[MG_Office_215_Inactive].[JB_14339000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|""|"MIXED USE_RETAIL"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"OTHER PROCUREMENT"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14397000"|"MG_Office_215_Inactive"|"2025 CLARENDON BLVD-DEMO (14397000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"d2dfedbb-4f51-456e-89d3-3b4a0e2d0390"|"51686"|"JB_14397000"|"[MG_Office_215_Inactive].[JB_14397000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|""|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14398000"|"MG_Office_215_Inactive"|"RESTON HEIGHTS-VY (14398000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"37737695-c637-4ae2-8333-b549e1b867e3"|"51687"|"JB_14398000"|"[MG_Office_215_Inactive].[JB_14398000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"SELECT BID"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_OTHER HOUSING"|"FY16 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14408000"|"MG_Office_215_Inactive"|"200 MASSACHUSETTS AVE-EAST BLD (14408000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"c9675703-bb0d-46bb-99cb-5a0fa1886bf8"|"51969"|"JB_14408000"|"[MG_Office_215_Inactive].[JB_14408000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14409000"|"MG_Office_215_Inactive"|"250 MASSACHUSETTS AVE-WEST BLD (14409000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"baa1de14-968b-4089-a1ef-7d6a50a2cb57"|"51970"|"JB_14409000"|"[MG_Office_215_Inactive].[JB_14409000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|""|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P09 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14412000"|"MG_Office_215_Inactive"|"PARCEL 1 OFFICE BLDG (14412000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"8cd3b2b8-cfa5-439c-b7d6-009597d05b2e"|"51688"|"JB_14412000"|"[MG_Office_215_Inactive].[JB_14412000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|""|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"OTHER PROCUREMENT"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14456000"|"MG_Office_215_Inactive"|"SHENANDOAH 3RD FL SPEC SUITES (14456000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"d7f09ca1-ff22-4bba-aee1-9bd452189eca"|"51690"|"JB_14456000"|"[MG_Office_215_Inactive].[JB_14456000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"HARD BID"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|"FY16 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
